Age,M,F
0-4,11908298,11264620
5-9,12107489,11420244
10-14,11796004,11219562
15-19,10854517,10513417
20-24,10165368,10248949
25-29,10823772,10843123
30-34,10163688,10042623
35-39,9521598,9297702
40-44,8484696,8314815
45-49,7172875,7104124
50-54,5964179,5771052
55-59,4486871,4141046
60-64,3012734,3189800
65-69,2267518,2490945
70-74,1569413,1957577
75-79,864890,1183259
80-84,482326,686716
85-89,145401,259149
90-94,25924,58518
95-99,2798,6170
100+,146,308
