Age,M,F
0-4,11364923,10888275
5-9,11460356,11021684
10-14,10885679,10506375
15-19,10111968,9809630
20-24,9141388,8897643
25-29,7942251,7713002
30-34,6688299,6502101
35-39,5133351,5017244
40-44,3866673,4054482
45-49,3509111,3774032
50-54,3205542,3425581
55-59,2623816,2828178
60-64,2022826,2172514
65-69,1386140,1509888
70-74,895698,1055092
75-79,547534,691175
80-84,243986,342244
85-89,58154,92109
90-94,8000,14332
95-99,640,1384
100+,29,68
