Age,M,F
0-4,10527022,10244397
5-9,9404316,9188734
10-14,8237922,8013924
15-19,7021962,6824884
20-24,5446040,5318432
25-29,4157350,4349983
30-34,3858130,4117621
35-39,3652300,3830296
40-44,3160690,3284291
45-49,2653285,2678967
50-54,2067826,2051205
55-59,1628107,1683488
60-64,1354767,1438541
65-69,977787,1095794
70-74,581444,709771
75-79,302621,385912
80-84,136526,193756
85-89,34414,53638
90-94,4523,8976
95-99,300,744
100+,10,34
