Age,M,F
0-4,12092736,11565560
5-9,12411280,11886870
10-14,11809874,11174785
15-19,12008052,11310294
20-24,11625762,11027508
25-29,10640126,10278030
30-34,9955229,10018019
35-39,10590213,10603161
40-44,9893522,9787218
45-49,9169094,8996891
50-54,8007935,7947047
55-59,6540189,6659928
60-64,5149357,5245489
65-69,3560471,3575894
70-74,2092054,2525488
75-79,1271922,1685010
80-84,629423,1002254
85-89,208338,384796
90-94,55562,113431
95-99,6347,16898
100+,374,1189
