Age,M,F
0-4,11385429,10872667
5-9,11578195,11142495
10-14,11547645,11091725
15-19,11232554,10901483
20-24,10543198,10444025
25-29,10304042,10212041
30-34,9452089,9329416
35-39,8491090,8318511
40-44,7308715,7170396
45-49,5837307,5768058
50-54,4582557,4634162
55-59,3692821,3734371
60-64,2799218,3051631
65-69,2115330,2403094
70-74,1424566,1765313
75-79,776584,1041148
80-84,387169,576067
85-89,110547,199910
90-94,21257,36875
95-99,1986,3536
100+,88,156
