Age,M,F
0-4,8692905,8444274
5-9,7172481,6978397
10-14,5585461,5457132
15-19,4323105,4512185
20-24,4049214,4306380
25-29,3866197,4037927
30-34,3394803,3497109
35-39,2911831,2888206
40-44,2341777,2255260
45-49,1934241,1915307
50-54,1730984,1730324
55-59,1395423,1442540
60-64,982469,1082134
65-69,665682,746174
70-74,452307,543992
75-79,265376,323763
80-84,114513,154281
85-89,25041,38754
90-94,2728,5824
95-99,140,399
100+,7,23
