Age,M,F
0-4,10822002,10483366
5-9,11023420,10674026
10-14,11129722,10786177
15-19,11294065,10966779
20-24,10608243,10348256
25-29,9726846,9573740
30-34,8775466,8670228
35-39,7616631,7486316
40-44,6374556,6258105
45-49,4823141,4753944
50-54,3539767,3757528
55-59,3083577,3390544
60-64,2641801,2966300
65-69,1960255,2316737
70-74,1301604,1606610
75-79,703407,947009
80-84,313051,498891
85-89,98290,147293
90-94,16621,25844
95-99,1306,2207
100+,56,95
