Age,M,F
0-4,15927009,15205110
5-9,13487302,12929047
10-14,11408402,10980003
15-19,9470601,9170200
20-24,7942721,7721220
25-29,6878169,6679129
30-34,5985693,5801593
35-39,5009609,4869621
40-44,4021491,3941047
45-49,3157571,3160300
50-54,2554107,2608374
55-59,2014220,2113030
60-64,1506632,1640149
65-69,1121052,1212756
70-74,717248,790076
75-79,358211,406384
80-84,128389,149366
85-89,28632,34663
90-94,3293,4527
95-99,207,291
100+,5,4
