Age,M,F
0-4,12416268,11898071
5-9,10023977,9665568
10-14,8455839,8184546
15-19,7419046,7201292
20-24,6494654,6307367
25-29,5464515,5313897
30-34,4419400,4317578
35-39,3523517,3480847
40-44,2924603,2911072
45-49,2403099,2432711
50-54,1926244,2009759
55-59,1610315,1670971
60-64,1250774,1330842
65-69,868746,956525
70-74,533100,603206
75-79,267851,312807
80-84,95818,116636
85-89,20673,26843
90-94,2257,3368
95-99,145,255
100+,4,8
