Age,M,F
0-4,20400091,19448825
5-9,18219675,17418023
10-14,16420492,15718872
15-19,14673551,14096081
20-24,12547418,12104726
25-29,10501169,10163471
30-34,8577115,8341164
35-39,7128886,6956726
40-44,6115779,5985158
45-49,5245108,5167045
50-54,4274917,4278340
55-59,3282542,3361643
60-64,2391080,2530410
65-69,1701863,1849669
70-74,1077617,1205201
75-79,551781,641747
80-84,218155,253978
85-89,51493,62499
90-94,5998,8047
95-99,363,576
100+,17,32
