Age,M,F
0-4,10746689,10327572
5-9,8753594,8455747
10-14,7640305,7397132
15-19,6755604,6551030
20-24,5706135,5555307
25-29,4627293,4524660
30-34,3698454,3655582
35-39,3089866,3065286
40-44,2567688,2569688
45-49,2094181,2147283
50-54,1800079,1827034
55-59,1466863,1524175
60-64,1102181,1190085
65-69,769690,858213
70-74,481633,556035
75-79,242344,292804
80-84,85635,109402
85-89,18007,24996
90-94,2001,3202
95-99,127,238
100+,4,8
