Age,M,F
0-4,29344698,28018103
5-9,28450806,27279147
10-14,27600452,26524185
15-19,26603781,25629442
20-24,25439698,24605784
25-29,24024911,23325090
30-34,22548695,21974657
35-39,20836730,20383184
40-44,18917228,18588006
45-49,16856930,16677192
50-54,14731165,14727099
55-59,12595988,12782147
60-64,10327972,10709921
65-69,7722307,8226412
70-74,5163402,5681566
75-79,2867510,3292147
80-84,1240192,1499542
85-89,366915,476130
90-94,60510,88499
95-99,4913,8782
100+,231,527
