Age,M,F
0-4,3402287,3351766
5-9,2793464,2704211
10-14,2457491,2385078
15-19,2138293,2081734
20-24,1824939,1785213
25-29,1568030,1544057
30-34,1353300,1342701
35-39,1150107,1153875
40-44,941772,968249
45-49,781671,826572
50-54,638508,699554
55-59,542781,610040
60-64,405079,476765
65-69,263992,328635
70-74,147535,196039
75-79,64822,93783
80-84,19954,31877
85-89,3761,7144
90-94,310,654
95-99,17,38
100+,0,1
