Age,M,F
0-4,3228750,3100824
5-9,2583000,2498931
10-14,2226000,2160935
15-19,1929900,1878765
20-24,1672649,1638210
25-29,1444800,1429119
30-34,1231651,1232210
35-39,1019552,1037329
40-44,858899,888126
45-49,717150,762264
50-54,632100,685125
55-59,502950,569415
60-64,364351,437465
65-69,241501,309576
70-74,140700,195895
75-79,66150,101500
80-84,22163,39868
85-89,3761,7144
90-94,310,655
95-99,17,38
100+,0,1
