Age,M,F
0-4,28873425,27563340
5-9,27838639,26683957
10-14,26831944,25776788
15-19,25773335,24819912
20-24,24395639,23580290
25-29,22930918,22244244
30-34,21226390,20662972
35-39,19341025,18893347
40-44,17346023,17014427
45-49,15327809,15136729
50-54,13342594,13313282
55-59,11280035,11443832
60-64,8896398,9228969
65-69,6513345,6942410
70-74,4240184,4669581
75-79,2380228,2726340
80-84,1051331,1261638
85-89,306135,392334
90-94,46973,67904
95-99,3536,6238
100+,161,362
