Age,M,F
0-4,266809,254177
5-9,266567,254157
10-14,263761,251790
15-19,268303,258036
20-24,282032,273891
25-29,297229,290355
30-34,309953,303507
35-39,319037,312582
40-44,321633,315251
45-49,318315,312241
50-54,311854,306400
55-59,307091,302542
60-64,306051,302859
65-69,306297,305409
70-74,303191,305909
75-79,291795,300387
80-84,262239,279242
85-89,209378,242713
90-94,132535,180187
95-99,51635,88719
100+,8141,19960
