Age,M,F
0-4,197342,185806
5-9,194827,183373
10-14,213277,201230
15-19,234361,221876
20-24,239044,233926
25-29,256444,254979
30-34,260964,262250
35-39,283641,281491
40-44,323787,319594
45-49,325146,317478
50-54,281141,273513
55-59,240032,240576
60-64,229282,234299
65-69,188355,202279
70-74,138635,162176
75-79,109123,143898
80-84,74458,122931
85-89,39776,79401
90-94,12489,31971
95-99,2643,9630
100+,228,1000
