Age,M,F
0-4,232651,221690
5-9,233835,223191
10-14,224397,212848
15-19,220153,211340
20-24,235025,228725
25-29,263649,256683
30-34,294418,287612
35-39,310220,304806
40-44,317197,314900
45-49,289743,286357
50-54,299367,296793
55-59,338079,332998
60-64,316883,315455
65-69,259885,259528
70-74,202486,217623
75-79,181521,205904
80-84,124306,156832
85-89,65646,97944
90-94,25619,48459
95-99,5221,14706
100+,440,1799
