Age,M,F
0-4,247463,235786
5-9,249742,238161
10-14,251890,240497
15-19,258728,248942
20-24,269887,262379
25-29,278924,273013
30-34,286993,281764
35-39,296399,291179
40-44,306042,300625
45-49,312330,306881
50-54,311940,307155
55-59,299934,295033
60-64,283242,281261
65-69,274622,276070
70-74,275941,280460
75-79,276252,288562
80-84,252281,278202
85-89,196101,239879
90-94,100235,143174
95-99,32785,58546
100+,4702,11449
