Age,M,F
0-4,219097,207228
5-9,207431,196843
10-14,203552,193218
15-19,222492,211502
20-24,258777,249689
25-29,284630,278361
30-34,300657,298088
35-39,280190,276521
40-44,295996,292454
45-49,341933,334002
50-54,327811,321154
55-59,276866,268819
60-64,225048,231217
65-69,216491,228594
70-74,170811,191469
75-79,122262,150232
80-84,85865,120979
85-89,46395,88614
90-94,16695,40818
95-99,2896,9450
100+,294,1334
