Age,M,F
0-4,253788,241799
5-9,252066,240370
10-14,251961,240566
15-19,261685,251748
20-24,279846,271834
25-29,293908,287252
30-34,300074,294174
35-39,300756,295275
40-44,301576,296256
45-49,305467,300164
50-54,310852,305741
55-59,313425,309104
60-64,309325,306977
65-69,293395,292694
70-74,272443,276694
75-79,257475,268184
80-84,243323,263614
85-89,205829,243974
90-94,124664,174121
95-99,42436,75169
100+,5224,12873
