Age,M,F
0-4,229394,218592
5-9,235215,224342
10-14,235801,225362
15-19,234558,224518
20-24,238415,231670
25-29,252488,247493
30-34,276688,270254
35-39,303142,296470
40-44,315479,310159
45-49,319664,317632
50-54,289904,287142
55-59,296638,295540
60-64,330981,329084
65-69,305421,308962
70-74,245095,250859
75-79,183640,205269
80-84,150689,182745
85-89,85018,119762
90-94,31123,54704
95-99,6748,15663
100+,583,2208
