Age,M,F
0-4,2039663,1923630
5-9,2040230,1927005
10-14,2025647,1918108
15-19,2005643,1908317
20-24,1996478,1914264
25-29,1995346,1929583
30-34,1999847,1946797
35-39,1997428,1952299
40-44,1921533,1887075
45-49,1829948,1804826
50-54,1656390,1646229
55-59,1572747,1577124
60-64,1521858,1527973
65-69,1383980,1450540
70-74,1197513,1292028
75-79,929825,1039454
80-84,774402,914858
85-89,512643,663997
90-94,270223,398228
95-99,76089,137217
100+,9300,22072
