Age,M,F
0-4,1086253,1033023
5-9,1013575,968793
10-14,922054,881374
15-19,837144,796798
20-24,682598,643904
25-29,598229,564448
30-34,559095,519357
35-39,588039,542140
40-44,561541,534492
45-49,477373,466146
50-54,447686,435333
55-59,373988,359749
60-64,289910,297446
65-69,217024,257237
70-74,151391,207515
75-79,101137,146626
80-84,52380,84948
85-89,18826,34976
90-94,4377,9489
95-99,579,1508
100+,49,143
