Age,M,F
0-4,2130056,2005207
5-9,2169058,2044078
10-14,2207023,2084878
15-19,2244915,2129902
20-24,2272904,2170695
25-29,2288717,2201994
30-34,2303457,2229282
35-39,2313105,2247611
40-44,2312735,2254607
45-49,2287980,2239499
50-54,2232092,2198648
55-59,2142415,2132019
60-64,2023632,2045606
65-69,1889427,1950828
70-74,1737685,1838906
75-79,1565404,1703777
80-84,1351752,1526710
85-89,1023191,1237863
90-94,614704,846622
95-99,218997,371286
100+,37851,88492
