Age,M,F
0-4,2134730,2010369
5-9,2167558,2043721
10-14,2192719,2072556
15-19,2211634,2099843
20-24,2233024,2134759
25-29,2254153,2171493
30-34,2275094,2204995
35-39,2279383,2218520
40-44,2255957,2203741
45-49,2198315,2157390
50-54,2115148,2090525
55-59,2028054,2026091
60-64,1931704,1959697
65-69,1818660,1882125
70-74,1677837,1776481
75-79,1453502,1585948
80-84,1191950,1353360
85-89,838704,1023486
90-94,500716,693492
95-99,193285,320830
100+,30617,71816
