Age,M,F
0-4,1820027,1716381
5-9,1826746,1724774
10-14,1839114,1739757
15-19,1793677,1705930
20-24,1746360,1673481
25-29,1627928,1575068
30-34,1610393,1568172
35-39,1632364,1579523
40-44,1571819,1566291
45-49,1470729,1481809
50-54,1276514,1300080
55-59,1238790,1281349
60-64,1104478,1161140
65-69,1029321,1088719
70-74,856676,938807
75-79,665011,747336
80-84,488877,574756
85-89,251326,325645
90-94,96618,146869
95-99,22552,44188
100+,2499,7056
