Age,M,F
0-4,1698966,1601243
5-9,1646470,1551185
10-14,1526469,1439751
15-19,1517005,1435184
20-24,1552780,1465963
25-29,1513170,1484156
30-34,1448574,1441326
35-39,1294917,1300211
40-44,1295810,1312168
45-49,1197802,1220437
50-54,1165028,1181193
55-59,1033878,1069175
60-64,885303,918680
65-69,768659,795187
70-74,550845,579038
75-79,388977,428271
80-84,258975,324404
85-89,148057,222574
90-94,53087,105729
95-99,8499,25360
100+,809,3377
