Age,M,F
0-4,2068745,1950160
5-9,2091762,1974912
10-14,2109071,1996485
15-19,2115293,2011774
20-24,2102227,2014266
25-29,2077833,2007907
30-34,2061648,2005828
35-39,2048599,2002132
40-44,2030891,1991924
45-49,1998235,1967585
50-54,1889352,1875099
55-59,1766192,1771303
60-64,1562443,1593026
65-69,1440000,1492696
70-74,1345511,1402258
75-79,1158776,1274580
80-84,908699,1055573
85-89,578236,735240
90-94,322723,474641
95-99,97651,174092
100+,14042,33139
