Age,M,F
0-4,2133817,2009116
5-9,2169746,2045253
10-14,2204710,2083282
15-19,2232753,2119098
20-24,2251466,2151304
25-29,2269872,2185300
30-34,2287298,2215279
35-39,2300350,2237072
40-44,2291073,2235710
45-49,2251973,2207058
50-54,2177311,2148374
55-59,2078940,2073393
60-64,1971220,1997133
65-69,1848682,1911852
70-74,1706588,1807325
75-79,1535220,1670896
80-84,1271299,1441380
85-89,947705,1150579
90-94,532704,738417
95-99,200291,338451
100+,35124,80648
