Age,M,F
0-4,1738816,1651385
5-9,1852259,1763029
10-14,2028610,1932818
15-19,2138344,2040354
20-24,2460037,2359768
25-29,2491126,2436621
30-34,2375934,2345220
35-39,2542481,2466425
40-44,3402243,3279512
45-49,3549371,3429175
50-54,3110861,3044889
55-59,2634206,2678525
60-64,2207810,2255010
65-69,2213603,2363054
70-74,2208427,2577178
75-79,1356282,1791884
80-84,852183,1445603
85-89,357397,960266
90-94,78090,280635
95-99,19166,96852
100+,1568,9984
