Age,M,F
0-4,3110410,2958571
5-9,3290010,3134714
10-14,2992118,2842297
15-19,2716506,2599770
20-24,2504910,2357107
25-29,2859067,2642876
30-34,3290897,3040616
35-39,2621510,2450862
40-44,2435249,2521321
45-49,1971889,2696122
50-54,1327785,1895723
55-59,1949494,2817031
60-64,2044396,2816665
65-69,1779311,2419304
70-74,1146156,1904064
75-79,655508,1268157
80-84,357539,678581
85-89,133950,247973
90-94,31055,58683
95-99,3231,6469
100+,149,335
