Age,M,F
0-4,1854733,1755513
5-9,1848411,1750564
10-14,1874991,1776592
15-19,1945311,1847461
20-24,2061731,1967214
25-29,2190657,2099015
30-34,2308813,2221948
35-39,2220492,2122194
40-44,2239940,2115046
45-49,2386826,2231218
50-54,2544757,2366931
55-59,2573876,2407195
60-64,2730135,2622202
65-69,2536104,2560439
70-74,2170721,2312508
75-79,1989793,2212883
80-84,2112226,2489426
85-89,1509056,1932641
90-94,675377,975428
95-99,181123,306004
100+,25284,51194
