Age,M,F
0-4,1816415,1719376
5-9,1868450,1769631
10-14,1907600,1807491
15-19,1936804,1839274
20-24,1959101,1869301
25-29,2005760,1922266
30-34,2082665,2000677
35-39,2170699,2087356
40-44,2256412,2171645
45-49,2324438,2240928
50-54,2375595,2302936
55-59,2225179,2154213
60-64,2177346,2103623
65-69,2237010,2171385
70-74,2279981,2244021
75-79,2158624,2188349
80-84,2016846,2176208
85-89,1453437,1737049
90-94,758987,1030503
95-99,282135,435091
100+,70663,131146
