Age,M,F
0-4,1813805,1716958
5-9,1821839,1725577
10-14,1818646,1723411
15-19,1844501,1751940
20-24,1921716,1833695
25-29,2027075,1941991
30-34,2117106,2032557
35-39,2164941,2080676
40-44,2158230,2076347
45-49,2147475,2069106
50-54,2163932,2090585
55-59,2194721,2131112
60-64,2222175,2176581
65-69,2224230,2208234
70-74,2196181,2226618
75-79,1958136,2023619
80-84,1737405,1851990
85-89,1454436,1642671
90-94,976379,1213543
95-99,415240,589772
100+,102314,182207
