Age,M,F
0-4,2020411,1912965
5-9,2097294,1991603
10-14,1978204,1860226
15-19,2000046,1856310
20-24,2198613,2024463
25-29,2443667,2239040
30-34,2572925,2357666
35-39,2855055,2655199
40-44,2787752,2674388
45-49,2546218,2511456
50-54,2576899,2563656
55-59,3271273,3289617
60-64,3259727,3348917
65-69,2684973,2876513
70-74,2087391,2407565
75-79,1541438,1863359
80-84,1252260,1669221
85-89,851069,1324841
90-94,275285,526216
95-99,64294,164620
100+,6222,26160
