Age,M,F
0-4,1790319,1686943
5-9,1165426,1134722
10-14,905671,875983
15-19,898870,875867
20-24,868525,842604
25-29,786912,756862
30-34,729414,689458
35-39,536957,497202
40-44,466066,398474
45-49,416319,386917
50-54,356995,336451
55-59,264459,279483
60-64,219005,223719
65-69,194469,188028
70-74,137213,128752
75-79,85318,73056
80-84,37629,34856
85-89,10387,10134
90-94,1973,2166
95-99,210,283
100+,14,24
