Age,M,F
0-4,2913602,2798085
5-9,2959427,2850346
10-14,3684825,3555620
15-19,4566190,4390965
20-24,4366464,4308575
25-29,3487654,3350887
30-34,2691766,2604974
35-39,2409512,2276876
40-44,2009888,1953384
45-49,1741554,1679556
50-54,1330013,1301803
55-59,921604,936881
60-64,672214,676995
65-69,631663,605778
70-74,543139,476491
75-79,337996,294428
80-84,160580,151694
85-89,47356,46161
90-94,11910,11096
95-99,2043,1959
100+,209,182
