Age,M,F
0-4,2479929,2351719
5-9,2132154,2009272
10-14,1862115,1741895
15-19,1596678,1482438
20-24,1096160,1057160
25-29,859372,826198
30-34,854292,822961
35-39,820664,780443
40-44,730286,684197
45-49,655178,604124
50-54,457225,417441
55-59,366028,314664
60-64,290327,278355
65-69,208293,211363
70-74,120624,142941
75-79,70851,81688
80-84,37495,39515
85-89,12046,12225
90-94,2452,2483
95-99,263,319
100+,16,23
