Age,M,F
0-4,3230900,3074571
5-9,3564904,3393172
10-14,3900294,3712414
15-19,3545836,3342997
20-24,3138330,2993372
25-29,2766220,2653190
30-34,2741817,2714776
35-39,3328318,3370983
40-44,4157325,4220578
45-49,4059643,4113533
50-54,3195226,3176442
55-59,2513963,2499006
60-64,2196829,2209640
65-69,1669509,1717247
70-74,1314681,1358641
75-79,786122,835953
80-84,351445,403811
85-89,142912,158094
90-94,46479,46602
95-99,8940,8012
100+,418,553
