Age,M,F
0-4,2020847,1908442
5-9,1657044,1547446
10-14,1133439,1094116
15-19,887253,855481
20-24,884766,857992
25-29,855512,824243
30-34,772252,734777
35-39,712026,663057
40-44,518436,472408
45-49,441771,373243
50-54,384182,355410
55-59,316397,299266
60-64,220575,237286
65-69,167661,179936
70-74,135284,135987
75-79,82076,77022
80-84,38908,34057
85-89,11863,11658
90-94,2004,2244
95-99,215,289
100+,14,24
