Age,M,F
0-4,3520222,3346399
5-9,2762766,2597045
10-14,2389929,2235421
15-19,2134864,1972696
20-24,1860285,1707252
25-29,1591654,1448614
30-34,1069443,1029931
35-39,831624,798410
40-44,818412,785024
45-49,771135,732441
50-54,663952,626361
55-59,565965,531375
60-64,368338,346028
65-69,256552,232082
70-74,169423,176268
75-79,91453,104862
80-84,34612,47183
85-89,11006,14770
90-94,2539,3216
95-99,292,354
100+,21,25
