Age,M,F
0-4,2843582,2702617
5-9,3004806,2855329
10-14,3145963,2989369
15-19,3167925,3010652
20-24,3077450,2927469
25-29,2968512,2828344
30-34,2947569,2814054
35-39,3113565,2978668
40-44,3430895,3288179
45-49,3741563,3593674
50-54,3374944,3222177
55-59,2964640,2874646
60-64,2580272,2525832
65-69,2492136,2527942
70-74,2853241,2989944
75-79,3123621,3341879
80-84,2359409,2603493
85-89,1175306,1352941
90-94,419415,520140
95-99,98443,137374
100+,9297,15281
