Age,M,F
0-4,2709218,2574782
5-9,2737771,2601288
10-14,2837437,2695764
15-19,2989518,2840167
20-24,3108561,2955142
25-29,3117907,2967855
30-34,3032130,2890692
35-39,2932390,2800171
40-44,2918663,2791517
45-49,3085136,2957037
50-54,3390323,3260174
55-59,3676152,3549617
60-64,3286307,3160079
65-69,2839828,2775977
70-74,2382062,2362608
75-79,2117777,2201058
80-84,2069536,2260807
85-89,1731439,2000221
90-94,833301,1027400
95-99,198427,264130
100+,22342,33942
