Age,M,F
0-4,3780767,3588813
5-9,4222507,4009656
10-14,4762758,4512394
15-19,4815589,4571428
20-24,4222107,4048430
25-29,3651854,3532563
30-34,3362538,3287635
35-39,4445738,4408187
40-44,5977370,6153603
45-49,5511910,5882689
50-54,4679667,5312994
55-59,4108997,4879874
60-64,3249931,4266804
65-69,3535529,5217401
70-74,2886122,5010456
75-79,1907576,4006290
80-84,875826,2210258
85-89,297706,1021804
90-94,172236,739519
95-99,27730,156902
100+,4141,31214
