Age,M,F
0-4,3647774,3459272
5-9,3686091,3496072
10-14,3631295,3445054
15-19,3573848,3395566
20-24,3631096,3459402
25-29,3822860,3654085
30-34,4063523,3901091
35-39,4171210,4033462
40-44,4039330,3946828
45-49,3743736,3707042
50-54,3503643,3533247
55-59,3490983,3612175
60-64,3647018,3916937
65-69,3752238,4230143
70-74,3354031,4030642
75-79,2458251,3227453
80-84,1609796,2341713
85-89,961778,1576067
90-94,632572,1223897
95-99,284139,693811
100+,51445,164778
