Age,M,F
0-4,3723447,3532147
5-9,3965576,3762753
10-14,4104901,3896553
15-19,4045260,3846401
20-24,3846188,3670354
25-29,3717478,3565958
30-34,3853878,3722880
35-39,4230523,4131742
40-44,4648686,4598243
45-49,4549823,4590288
50-54,3829129,3989926
55-59,3130795,3395002
60-64,2663837,3056349
65-69,3155794,3906594
70-74,3678414,5094608
75-79,2745095,4347093
80-84,1679890,3170448
85-89,900342,2001945
90-94,332186,948257
95-99,113969,433285
100+,18590,97164
