Age,M,F
0-4,3961060,3757841
5-9,4102106,3892848
10-14,4024344,3820841
15-19,3811837,3625606
20-24,3694126,3527305
25-29,3857715,3702880
30-34,4275159,4133680
35-39,4734562,4620370
40-44,4661328,4627034
45-49,3960106,4036453
50-54,3287955,3454415
55-59,2866198,3138262
60-64,3505817,4070657
65-69,4246297,5444855
70-74,3397179,4873895
75-79,2333793,3922960
80-84,1481972,2900572
85-89,724761,1737180
90-94,374797,1149327
95-99,98948,416227
100+,13817,78472
