Age,M,F
0-4,4017863,3812632
5-9,3788636,3596561
10-14,3640000,3457296
15-19,3805041,3620870
20-24,4270657,4079537
25-29,4813664,4612022
30-34,4819810,4659581
35-39,4149964,4091548
40-44,3502961,3526341
45-49,3140039,3237469
50-54,4018661,4271480
55-59,5184530,5863996
60-64,4483796,5480293
65-69,3465132,4772699
70-74,2687980,4126375
75-79,1780022,3242199
80-84,1472245,3229568
85-89,790733,2175604
90-94,275850,999136
95-99,49973,240578
100+,5596,39586
