Age,M,F
0-4,5896430,5701029
5-9,5377590,5212025
10-14,5094662,4911925
15-19,4755169,4598881
20-24,5947304,5804688
25-29,6621479,6394063
30-34,6015217,5896382
35-39,4878530,4915837
40-44,3046438,3228468
45-49,5158451,5727077
50-54,3790035,4344928
55-59,4119237,5408803
60-64,1978450,4042427
65-69,1242186,2764844
70-74,1269026,3317456
75-79,737506,2349528
80-84,306754,1303974
85-89,98104,468520
90-94,31520,152901
95-99,5358,38678
100+,608,4801
