Age,M,F
0-4,5117328,4972304
5-9,3973898,3831616
10-14,3122650,3005171
15-19,2741022,2601059
20-24,2409421,2254991
25-29,2133834,1949225
30-34,1861660,1679832
35-39,1581490,1444699
40-44,1364735,1229796
45-49,1164190,1020670
50-54,983710,839923
55-59,821879,659761
60-64,628764,513825
65-69,410658,347402
70-74,235590,196544
75-79,102875,87940
80-84,38872,34225
85-89,10355,10084
90-94,1369,1575
95-99,67,99
100+,2,4
