Age,M,F
0-4,3312108,3156952
5-9,3447807,3286427
10-14,3585673,3408588
15-19,3670986,3456857
20-24,3671760,3510375
25-29,3703632,3651898
30-34,3779462,3758946
35-39,3893121,3869447
40-44,4059821,4016981
45-49,4241412,4160850
50-54,4424315,4321846
55-59,4579601,4478286
60-64,4732090,4638194
65-69,4868485,4792187
70-74,4905617,4885879
75-79,4718554,4806128
80-84,4100442,4323281
85-89,3055197,3412411
90-94,1827163,2255109
95-99,796498,1159688
100+,221629,447314
