Age,M,F
0-4,7027748,6805658
5-9,5843197,5663587
10-14,5250728,5015608
15-19,4490699,4271604
20-24,3285967,3130570
25-29,2279784,2186792
30-34,2244921,2174192
35-39,2216175,2090329
40-44,1987377,1764457
45-49,1650609,1434638
50-54,1363873,1206840
55-59,1136403,997902
60-64,895539,764488
65-69,646969,536849
70-74,413392,324233
75-79,206383,167055
80-84,70485,61997
85-89,14372,14366
90-94,1473,1966
95-99,93,167
100+,4,9
