Age,M,F
0-4,6626425,6340916
5-9,7013308,6717905
10-14,7259238,6946885
15-19,7346411,7001189
20-24,7396818,7111549
25-29,7577361,7421950
30-34,7407247,7348994
35-39,6966736,7038808
40-44,6511700,6731823
45-49,5998486,6193499
50-54,5227117,5348504
55-59,4335364,4387740
60-64,3753589,3652584
65-69,2856166,2740490
70-74,1758473,1664978
75-79,951799,927690
80-84,619201,705646
85-89,310695,416818
90-94,108146,172688
95-99,26602,54377
100+,4800,13155
