Age,M,F
0-4,3169321,3068531
5-9,2574038,2440724
10-14,2271700,2105234
15-19,1993490,1836523
20-24,1703959,1596395
25-29,1486994,1377365
30-34,1295816,1163882
35-39,1130464,979706
40-44,987138,799120
45-49,829363,687217
50-54,655390,570104
55-59,519354,453820
60-64,376293,340300
65-69,303118,273464
70-74,255273,224478
75-79,165268,134964
80-84,55763,46838
85-89,10663,10216
90-94,1010,1245
95-99,49,76
100+,2,3
