Age,M,F
0-4,5831179,5573254
5-9,6192840,5925123
10-14,6584284,6296277
15-19,6900040,6571285
20-24,6982372,6709625
25-29,6994233,6840113
30-34,7097138,6980568
35-39,7312371,7215547
40-44,7161074,7119938
45-49,6711262,6776206
50-54,6193405,6420773
55-59,5593494,5857630
60-64,4696359,4932538
65-69,3672642,3857867
70-74,2920044,3012697
75-79,1942837,2064775
80-84,973447,1085547
85-89,379694,472003
90-94,152179,248308
95-99,41518,91658
100+,7932,24652
