Age,M,F
0-4,6176070,6023785
5-9,5329119,5110354
10-14,4531527,4325587
15-19,3321642,3218037
20-24,2407389,2362531
25-29,2459636,2341265
30-34,2313956,2140701
35-39,2046836,1842209
40-44,1771827,1572909
45-49,1481774,1333346
50-54,1250649,1115361
55-59,1036183,901823
60-64,819843,692226
65-69,591415,468522
70-74,359700,290073
75-79,165452,138968
80-84,54452,47129
85-89,10368,10493
90-94,1263,1636
95-99,91,152
100+,4,7
