Age,M,F
0-4,2036630,1936392
5-9,2150634,2051313
10-14,2205125,2113793
15-19,2158403,2086061
20-24,2129300,2060100
25-29,2244718,2145996
30-34,1796045,1683719
35-39,1500367,1423281
40-44,1621093,1576009
45-49,1633117,1618261
50-54,1623793,1689161
55-59,1081620,1171730
60-64,983168,1145678
65-69,1068691,1343330
70-74,849553,1192095
75-79,549173,926730
80-84,262727,592406
85-89,103113,295114
90-94,32116,101547
95-99,5245,19717
100+,272,1212
