Age,M,F
0-4,1836473,1751674
5-9,1842784,1762880
10-14,2004672,1920585
15-19,2038203,1957713
20-24,1945326,1898885
25-29,1844151,1846681
30-34,1831032,1883587
35-39,1946524,2031679
40-44,2019707,2106880
45-49,1936197,2005250
50-54,2108402,2169581
55-59,2099738,2195609
60-64,2009842,2163572
65-69,1815352,2033330
70-74,1645471,1924716
75-79,1466700,1814764
80-84,854391,1147982
85-89,495537,804814
90-94,241938,508144
95-99,60640,181701
100+,6151,31274
