Age,M,F
0-4,1819730,1736575
5-9,1832482,1751124
10-14,1944973,1862956
15-19,2037554,1961761
20-24,1968480,1923089
25-29,1872273,1872270
30-34,1834886,1876605
35-39,1904190,1981725
40-44,2011361,2103236
45-49,1976099,2056670
50-54,1998672,2066489
55-59,2118528,2208300
60-64,2014870,2162776
65-69,1861532,2075554
70-74,1650381,1929724
75-79,1470192,1820803
80-84,1036833,1385009
85-89,486101,770509
90-94,249527,497940
95-99,75704,203735
100+,6868,33659
