Age,M,F
0-4,1658101,1584139
5-9,1689039,1614855
10-14,1726900,1651099
15-19,1721867,1657613
20-24,1683760,1656229
25-29,1679076,1697014
30-34,1742935,1788017
35-39,1816723,1870169
40-44,1848386,1904902
45-49,1845624,1906757
50-54,1846437,1913619
55-59,1852396,1932350
60-64,1859425,1968655
65-69,1917048,2063123
70-74,1831110,2015617
75-79,1664993,1901414
80-84,1432237,1746189
85-89,1121906,1541869
90-94,708797,1167270
95-99,287783,599305
100+,48045,161520
