Age,M,F
0-4,2174615,2084804
5-9,2137060,2055896
10-14,2091078,2016737
15-19,2171389,2087623
20-24,1914930,1815539
25-29,1466254,1375101
30-34,1624027,1547090
35-39,1710042,1640217
40-44,1725467,1704966
45-49,1368640,1398777
50-54,1033757,1094348
55-59,1354557,1482649
60-64,1231071,1417638
65-69,999016,1280437
70-74,653132,1047204
75-79,389163,772916
80-84,230868,488676
85-89,94025,229871
90-94,26261,70964
95-99,3984,13070
100+,126,600
