Age,M,F
0-4,1820540,1738323
5-9,1815495,1735780
10-14,1839058,1758199
15-19,1853914,1781844
20-24,1820239,1787667
25-29,1907491,1920278
30-34,1963200,1998716
35-39,1958075,2000638
40-44,1918273,1966042
45-49,1897330,1970219
50-54,1962279,2068708
55-59,1972473,2099645
60-64,1829441,1964656
65-69,1910905,2084614
70-74,1815804,2060917
75-79,1615149,1947275
80-84,1272630,1678854
85-89,875411,1314144
90-94,457568,824562
95-99,104068,244218
100+,11467,44721
