Age,M,F
0-4,7066871,6749135
5-9,6559835,6264408
10-14,6241194,5975003
15-19,6057902,5778671
20-24,5508782,5216495
25-29,5938830,5621030
30-34,5456343,5194558
35-39,5259420,5293026
40-44,4775219,5597847
45-49,3232865,3897929
50-54,4414896,5422662
55-59,4569020,5511987
60-64,4177944,5035434
65-69,3069251,4292782
70-74,2027082,3315548
75-79,1373519,2297916
80-84,730831,1272802
85-89,279166,514203
90-94,56424,119390
95-99,5247,14242
100+,340,1006
